Transaction,Item
7554,Coffee
7554,Coke
7555,Bread
7555,Bread
7555,Cake
7555,Soup
7555,Smoothies
7555,Sandwich
7556,Bread
7557,Coffee
7557,Juice
7557,Toast
7557,Sandwich
7557,Baguette
7558,Bread
7558,Coffee
7559,Coffee
7560,Coffee
7560,Spanish Brunch
7561,Bread
7561,Brownie
7561,Scandinavian
7561,Coffee
7561,Coffee
7561,Soup
7561,NONE
7562,Pastry
7563,Vegan Feast
7564,Cake
7564,Muffin
7565,Baguette
7566,Sandwich
7566,Chicken Stew
7566,Coffee
7566,Truffles
7566,Coke
7567,Tea
7567,Scone
7567,Soup
7568,Bread
7569,Soup
7569,Sandwich
7569,Juice
7570,Cookies
7570,Mineral water
7570,Coffee
7571,Cookies
7571,Pastry
7571,Coffee
7572,Sandwich
7572,NONE
7572,Coffee
7572,Soup
7572,Art Tray
7572,Scone
7572,Brownie
7573,Cake
7573,Tiffin
7574,Scone
7574,Tea
7575,Brownie
7575,Cookies
7576,Sandwich
7576,Juice
7576,NONE
7577,Hot chocolate
7577,Coffee
7577,Cake
7577,Scone
7577,Cookies
7577,Bread
7578,Tea
7578,Hot chocolate
7578,Cake
7578,Salad
7579,Bread
7579,Tea
7579,Soup
7579,Sandwich
7580,Spanish Brunch
7580,Sandwich
7581,Toast
7581,Bread
7582,Coffee
7582,Tea
7582,NONE
7582,Toast
7583,Scone
7584,Scone
7584,Coffee
7584,Coffee
7585,Bread
7585,Brownie
7586,Tea
7586,Soup
7587,Hot chocolate
7587,Coffee
7587,Cake
7587,Scone
7588,Coke
7588,Tea
7588,Brownie
7589,Hot chocolate
7589,Truffles
7589,Spanish Brunch
7590,Chicken Stew
7590,Granola
7590,Coke
7591,Spanish Brunch
7591,Smoothies
7592,Bread
7593,Coffee
7593,Coffee
7593,Scone
7594,Tea
7595,Tea
7596,Scandinavian
7597,Coffee
7597,Hot chocolate
7598,Scone
7598,Cake
7598,Bread
7598,Bread
7598,Coffee
7598,Hot chocolate
7599,Tea
7599,Scone
7599,Bread
7600,Scandinavian
7601,Coffee
7601,Coffee
7601,Bread
7602,Bread
7602,Coffee
7602,Scone
7602,Cookies
7602,Soup
7602,Salad
7602,Truffles
7602,Mineral water
7603,Tiffin
7603,Coffee
7603,Tea
7604,Coffee
7605,Bread
7605,Hot chocolate
7605,Scone
7606,Tea
7606,Tea
7606,Coffee
7606,Cake
7606,Scone
7607,Bread
7608,Scandinavian
7608,Muffin
7609,Scandinavian
7610,Farm House
7611,NONE
7611,Bread
7611,Medialuna
7612,Coffee
7612,Spanish Brunch
7613,Coffee
7614,Coffee
7615,Bread
7615,Coffee
7615,Pastry
7615,Spanish Brunch
7616,NONE
7616,Bread
7616,Scone
7617,Bread
7617,Coffee
7617,Coffee
7617,Toast
7617,NONE
7618,Bread
7619,Pastry
7619,Bread
7619,Pastry
7620,Hot chocolate
7620,Cookies
7620,Pastry
7621,Coffee
7621,Coffee
7621,NONE
7621,The Nomad
7622,Coffee
7622,Jammie Dodgers
7622,Muffin
7622,Tea
7623,Coffee
7624,Coffee
7624,Brownie
7625,Coffee
7626,Bread
7626,Coffee
7627,Coffee
7627,Coffee
7627,Hot chocolate
7627,Muffin
7628,Bread
7629,Farm House
7630,Coffee
7630,Tiffin
7631,Coffee
7631,Coffee
7631,Toast
7631,Pastry
7631,Scone
7632,Coffee
7633,Jam
7634,Pastry
7634,Cake
7634,Coffee
7635,Soup
7635,NONE
7635,Coffee
7635,Juice
7635,Tea
7636,Pastry
7637,Coffee
7638,Jammie Dodgers
7638,Coffee
7639,Coffee
7640,Coffee
7641,Muffin
7642,Coffee
7642,Cake
7642,Muffin
7643,Pastry
7643,Bread
7644,Coffee
7644,Pastry
7644,Bread
7645,Hot chocolate
7646,Juice
7646,Cake
7646,Coffee
7647,Coke
7647,Sandwich
7648,Sandwich
7648,Smoothies
7649,Coffee
7649,Coffee
7650,Scone
7651,Cake
7651,Bread
7651,Coffee
7651,NONE
7651,Juice
7652,Cake
7652,Coffee
7652,Tea
7653,Truffles
7653,Coffee
7653,Cake
7653,Pastry
7653,Sandwich
7654,Tiffin
7655,Coffee
7655,Cake
7656,Cake
7656,Scone
7656,Medialuna
7656,Soup
7656,Coffee
7656,Coffee
7656,Tea
7657,Coffee
7658,Bread
7658,Coffee
7658,NONE
7659,Coffee
7659,Medialuna
7659,Pastry
7660,Jammie Dodgers
7660,Tiffin
7661,Coffee
7661,Bread
7661,Alfajores
7663,Afternoon with the baker
7664,Afternoon with the baker
7665,Afternoon with the baker
7666,Afternoon with the baker
7666,Afternoon with the baker
7667,Afternoon with the baker
7668,Jammie Dodgers
7669,Coffee
7670,Coffee
7670,NONE
7671,Coffee
7671,Bread
7672,Coffee
7673,Bread
7674,Bread
7675,Coffee
7675,Pastry
7676,Bread
7677,Tea
7677,Pastry
7678,Pastry
7679,NONE
7679,Tea
7680,Coffee
7680,NONE
7681,Farm House
7682,Coffee
7683,Cookies
7683,Pastry
7683,Coffee
7683,Coffee
7684,Bread
7684,Coffee
7684,Toast
7685,Tea
7685,Coffee
7685,Cake
7686,Toast
7686,Coffee
7687,Coffee
7687,Toast
7688,Bread
7689,Bread
7690,Bread
7691,Farm House
7691,Cake
7692,Soup
7692,Coffee
7693,Coffee
7694,Bread
7694,Sandwich
7695,Bread
7696,Juice
7696,Coffee
7696,Sandwich
7696,Cake
7697,Bread
7698,NONE
7698,Tea
7699,Cake
7699,Bread
7700,Chicken Stew
7700,Coffee
7701,Coffee
7701,NONE
7702,Coffee
7702,Salad
7702,NONE
7703,Soup
7703,Bread
7704,Bread
7704,Cake
7705,Bread
7706,Coffee
7706,Coffee
7706,Cake
7706,Sandwich
7706,Sandwich
7707,Cake
7707,Truffles
7707,Tea
7707,Coffee
7707,Salad
7707,Chicken Stew
7708,Coffee
7708,Juice
7708,Drinking chocolate spoons 
7709,Bread
7709,Sandwich
7709,Coffee
7709,Coffee
7709,Soup
7709,Cake
7710,Juice
7711,Tea
7712,Bread
7713,Tea
7713,Hot chocolate
7713,Cake
7714,Tea
7714,Coffee
7714,Toast
7714,Pastry
7715,Coffee
7715,Cake
7716,Afternoon with the baker
7717,Bread
7718,Coffee
7719,Toast
7719,Coffee
7720,Bread
7720,Cookies
7720,Pastry
7721,Coke
7722,Coffee
7723,Coffee
7723,Tea
7724,Bread
7724,Pastry
7725,Coffee
7726,Coffee
7727,Bread
7727,Pastry
7728,Baguette
7729,Bread
7730,Coffee
7731,Tea
7731,Coffee
7732,Coffee
7732,Coffee
7732,NONE
7732,Granola
7733,Coffee
7734,Bread
7735,Bread
7735,Sandwich
7736,Coffee
7737,Coffee
7738,Bread
7738,Toast
7739,Hot chocolate
7739,Coffee
7739,Pastry
7739,Cookies
7740,Coffee
7740,Coffee
7740,Bread
7740,Cookies
7741,Baguette
7742,Bread
7742,Tea
7743,Coffee
7744,Coffee
7745,Bread
7746,Coffee
7746,Bread
7746,Pastry
7747,Bread
7748,Pastry
7748,Coffee
7748,Bread
7748,Spanish Brunch
7748,NONE
7749,Soup
7749,Coffee
7749,Coffee
7750,Bread
7750,Salad
7750,Spanish Brunch
7750,Jam
7751,Tea
7751,Soup
7753,Coffee
7753,Soup
7753,Sandwich
7754,Hot chocolate
7754,Coffee
7754,Sandwich
7754,Cake
7755,Coffee
7755,Salad
7755,Tiffin
7756,Hot chocolate
7756,Coffee
7756,Sandwich
7756,Cake
7757,Coffee
7757,Soup
7757,Spanish Brunch
7758,Cookies
7759,Farm House
7760,Farm House
7760,Soup
7760,Salad
7760,Spanish Brunch
7760,Toast
7760,Coffee
7760,Coffee
7761,Fudge
7762,Chicken Stew
7762,Tea
7763,Farm House
7764,Cake
7764,Tiffin
7764,Coffee
7764,Coffee
7765,Spanish Brunch
7765,Tea
7766,Bread
7767,Coffee
7768,Pastry
7768,Tiffin
7768,Truffles
7768,Bread
7768,Soup
7769,Bread
7770,Bread
7770,Pastry
7771,Coffee
7771,Cake
7772,Tea
7772,Tea
7772,Cake
7772,Cake
7773,Cake
7773,Tea
7774,Hot chocolate
7774,Coffee
7774,Bread
7775,Bread
7776,Bread
7776,Bread
7777,Bread
7778,Bread
7778,Pastry
7779,Pastry
7779,Coffee
7780,Medialuna
7780,Bread
7781,NONE
7781,Toast
7781,Bread
7782,Bread
7783,Coffee
7783,Coffee
7783,Cake
7784,Tea
7784,Tea
7784,Bread
7784,Coffee
7784,Pastry
7785,Bread
7786,Pastry
7787,Bread
7788,Baguette
7789,Coffee
7789,Coffee
7789,Pastry
7790,Bread
7791,NONE
7791,Coffee
7791,Coffee
7792,Coffee
7792,Coffee
7792,Chicken Stew
7792,Salad
7793,Bread
7794,Soup
7795,Truffles
7795,Coffee
7795,Sandwich
7795,Sandwich
7795,Bread
7796,Soup
7796,Soup
7796,Mineral water
7796,Farm House
7797,Bread
7798,Coffee
7798,Tea
7798,Soup
7799,Chicken Stew
7800,Coffee
7801,Cake
7801,Jammie Dodgers
7802,Bread
7803,Coffee
7803,Coffee
7803,Coffee
7803,Tea
7803,Cake
7803,Scone
7803,Sandwich
7803,Sandwich
7804,Baguette
7805,Tea
7805,Juice
7805,Scone
7805,Cake
7806,Bread
7806,Pastry
7807,Coffee
7807,Tiffin
7807,Cake
7807,Truffles
7808,Coffee
7808,Jammie Dodgers
7809,Coffee
7809,Toast
7810,Bread
7811,Pastry
7811,Coffee
7812,Coffee
7813,Coffee
7813,Toast
7813,Bread
7814,Baguette
7815,Coffee
7815,NONE
7815,Toast
7816,Coffee
7816,Tea
7816,Cake
7816,Bread
7817,Bread
7817,Hot chocolate
7818,Coffee
7818,Baguette
7819,Tiffin
7819,Cake
7820,Coffee
7821,Coffee
7822,Cake
7822,Juice
7823,Bread
7824,Coffee
7824,Tiffin
7825,Tea
7825,Sandwich
7826,Sandwich
7826,Tea
7827,Coffee
7827,Chicken Stew
7828,Sandwich
7828,Cookies
7829,NONE
7829,Salad
7829,Coffee
7829,Juice
7830,Tea
7830,Bread
7830,Salad
7830,Sandwich
7831,Bread
7831,Pastry
7831,Truffles
7832,Bread
7832,Scandinavian
7833,Chicken Stew
7833,Coffee
7834,Soup
7835,Coffee
7835,Sandwich
7836,Cookies
7836,Soup
7837,Christmas common
7838,Coffee
7839,Soup
7839,Sandwich
7839,Coffee
7839,Medialuna
7840,Coffee
7840,Coffee
7840,Hot chocolate
7840,Coffee
7840,Pastry
7840,Cake
7841,Coffee
7842,Pastry
7843,Bread
7843,Coffee
7843,Pastry
7843,Chicken Stew
7844,Coffee
7845,Tea
7845,Cake
7846,Truffles
7846,Spanish Brunch
7846,Cake
7846,Coffee
7847,Truffles
7847,Spanish Brunch
7847,Cake
7848,Bread
7848,Tea
7848,Scone
7849,Coke
7849,Tea
7850,Tea
7850,Cake
7851,Coke
7852,Bread
7852,Cake
7852,Coffee
7852,Bread
7853,Coffee
7853,Coffee
7853,Tea
7853,Cake
7853,Scone
7853,Cookies
7854,Coffee
7854,NONE
7855,Coffee
7856,Coffee
7857,Bread
7858,Coffee
7858,Bread
7858,Pastry
7859,Coffee
7859,Bread
7859,Spanish Brunch
7860,Bread
7860,Toast
7861,Bread
7862,Baguette
7863,Coffee
7863,Pastry
7864,Hot chocolate
7864,Tea
7864,Cake
7865,Coffee
7865,Bread
7866,Bread
7866,Bread
7866,Pastry
7867,Coffee
7868,Pastry
7868,Pastry
7869,Bread
7869,Coffee
7869,Coffee
7869,Bread
7869,Toast
7870,Coffee
7871,Bread
7872,Coffee
7873,Bread
7873,Cookies
7874,Medialuna
7874,Bread
7875,Tea
7876,Coffee
7876,Cake
7876,Jam
7876,Truffles
7877,Coffee
7877,Coffee
7877,Juice
7877,Pastry
7877,Cookies
7878,Coffee
7878,Tiffin
7878,Bread
7879,Cake
7879,Cookies
7879,Cookies
7879,Coffee
7879,Coffee
7879,Juice
7880,Vegan Feast
7880,Pastry
7880,Coffee
7880,Coffee
7881,Coffee
7881,Pastry
7882,Coffee
7882,Bread
7883,Bread
7883,Coffee
7884,Bread
7885,Coffee
7885,Coffee
7885,Medialuna
7886,Coffee
7887,Coffee
7887,Tea
7887,Tiffin
7888,Bread
7888,Bread
7889,Brownie
7890,Coffee
7891,Tea
7891,Sandwich
7891,Sandwich
7891,NONE
7892,Coffee
7892,Tiffin
7893,Bread
7893,Scone
7894,Soup
7894,Salad
7894,Bread
7895,Sandwich
7895,Coke
7896,Toast
7896,Coffee
7896,Bread
7897,Cake
7897,Sandwich
7897,Sandwich
7897,Coffee
7898,Truffles
7898,Soup
7899,Vegan mincepie
7899,Cookies
7899,Tiffin
7899,Bread
7900,Cookies
7901,Soup
7902,Coffee
7902,Spanish Brunch
7903,Coffee
7903,Scone
7904,Bread
7904,Coffee
7904,Sandwich
7905,Salad
7905,Spanish Brunch
7905,Coke
7906,Coffee
7906,Tea
7906,Bread
7906,Tiffin
7906,Chicken Stew
7907,Tea
7907,Bread
7907,Cake
7908,Truffles
7908,Mineral water
7908,Bread
7908,Scone
7908,Spanish Brunch
7909,Coffee
7910,Truffles
7910,Cake
7911,Coffee
7912,Coffee
7912,Bread
7913,Cookies
7913,Tiffin
7914,Tea
7915,Medialuna
7915,Medialuna
7915,Coffee
7916,Coffee
7916,Toast
7917,Baguette
7917,Farm House
7918,Medialuna
7919,Cake
7919,Bread
7920,Bread
7921,Coffee
7921,Tea
7922,The Nomad
7922,Coffee
7922,Medialuna
7923,NONE
7923,Duck egg
7923,Tea
7924,Coffee
7924,Coffee
7924,Scone
7924,Bread
7925,Scandinavian
7925,Tea
7925,Coffee
7926,Scandinavian
7926,Bread
7927,Chocolates
7927,Coffee
7927,Coke
7928,Coffee
7928,Coffee
7928,Bread
7929,Tea
7929,Tea
7929,Juice
7930,Scone
7930,Pastry
7930,Coffee
7931,Coffee
7931,Coffee
7932,Baguette
7933,Tea
7933,Tea
7933,Spanish Brunch
7933,Fudge
7933,Jam
7934,Coffee
7934,Spanish Brunch
7934,Truffles
7935,Scone
7935,Cake
7935,Scandinavian
7936,Coffee
7936,NONE
7937,Sandwich
7937,Coffee
7938,Bread
7938,Farm House
7939,Bread
7939,Toast
7939,Cookies
7940,Bread
7941,Farm House
7941,Coffee
7941,Cookies
7942,Spanish Brunch
7942,Bread
7942,Cake
7942,Medialuna
7942,Coffee
7942,NONE
7942,Brownie
7943,Pastry
7943,Coffee
7943,Soup
7943,Sandwich
7944,Muffin
7945,Tea
7946,Tiffin
7947,Bread
7947,Coffee
7948,Bread
7949,Hot chocolate
7949,Bread
7949,Cookies
7950,Bread
7950,Juice
7950,Cake
7950,Jammie Dodgers
7951,Scone
7951,Bread
7952,Tea
7952,Bread
7952,Hot chocolate
7952,Tiffin
7953,Coffee
7953,Bread
7954,Coffee
7955,Cake
7955,NONE
7955,Granola
7955,Coffee
7955,Sandwich
7955,Coffee
7956,Scone
7957,Pastry
7957,Sandwich
7958,Sandwich
7958,Sandwich
7958,Coffee
7958,Coffee
7959,Bread
7959,Pastry
7959,Cake
7960,Pastry
7961,Brownie
7961,Drinking chocolate spoons 
7961,Bread
7961,Coffee
7961,Sandwich
7961,Sandwich
7962,Coffee
7962,Coffee
7962,Sandwich
7962,Sandwich
7963,Jammie Dodgers
7963,Bread
7964,Tea
7964,Cake
7965,Coffee
7965,Coffee
7966,Tea
7966,Juice
7966,Muffin
7966,Salad
7967,Tea
7967,Spanish Brunch
7968,Spanish Brunch
7968,Sandwich
7968,Toast
7968,Cake
7968,Medialuna
7968,Chicken Stew
7969,Bread
7970,Soup
7970,Bread
7971,Bread
7971,Coffee
7971,Juice
7971,Scone
7972,Coffee
7972,NONE
7972,Toast
7972,Scone
7973,Bread
7974,Bread
7974,Bread
7974,Cake
7975,Brownie
7975,Coke
7976,Coffee
7976,Sandwich
7977,Bread
7977,Jammie Dodgers
7977,Cake
7978,Coffee
7978,Bread
7978,Scone
7979,Coffee
7979,Coffee
7979,Scone
7979,Cake
7980,NONE
7980,Sandwich
7980,Coffee
7980,Coffee
7981,Argentina Night
7981,Vegan Feast
7982,Coffee
7982,Cake
7983,Cake
7983,Tea
7984,Tea
7984,Cake
7984,Scone
7985,Bread
7986,Bread
7987,Coffee
7988,Coffee
7988,Cake
7989,Coffee
7990,Coffee
7991,Bread
7991,Juice
7991,Muffin
7991,Cookies
7992,The Nomad
7992,NONE
7992,Duck egg
7992,Coffee
7992,Coffee
7992,Tea
7993,Coffee
7993,Muffin
7994,Hot chocolate
7994,Coffee
7994,Scone
7994,Cake
7995,Coffee
7995,Pastry
7996,Coffee
7996,Pastry
7997,Scone
7997,Bread
7998,Bread
7999,Coffee
7999,Sandwich
7999,Brownie
8000,Coffee
8000,Cake
8001,Scone
8001,Coffee
8001,Coffee
8001,Spanish Brunch
8002,Coffee
8002,Coffee
8003,Bread
8003,Coffee
8004,Coffee
8004,Spanish Brunch
8005,Spanish Brunch
8005,Coffee
8006,Bread
8007,Cake
8007,Muffin
8007,Vegan Feast
8008,Bread
8008,Bread
8008,Brownie
8009,Coffee
8010,Bread
8010,Coffee
8011,Coffee
8011,Coffee
8011,Bread
8011,Hot chocolate
8011,Cake
8011,Cake
8011,Vegan mincepie
8011,Bread
8012,Tea
8012,Muffin
8012,Jammie Dodgers
8013,Bread
8014,Tea
8015,Pastry
8015,Scone
8015,Coffee
8015,Tea
8016,Coffee
8016,Pastry
8017,Baguette
8018,Cookies
8018,Coffee
8019,Coffee
8020,Coffee
8021,Bread
8022,NONE
8022,Coffee
8022,Truffles
8022,Juice
8023,Coffee
8024,Coffee
8025,Smoothies
8025,NONE
8025,Spanish Brunch
8026,Coffee
8026,Juice
8026,NONE
8026,Toast
8026,Muffin
8027,Bread
8028,The Nomad
8028,Coffee
8029,Hot chocolate
8029,NONE
8030,Bread
8030,Spanish Brunch
8031,Tea
8031,Spanish Brunch
8031,NONE
8032,Coffee
8032,Smoothies
8032,Cookies
8032,Medialuna
8032,Scone
8033,Half slice Monster 
8033,Tiffin
8033,Coffee
8033,Juice
8034,Baguette
8035,Coffee
8035,Coke
8035,Tea
8035,Sandwich
8035,Spanish Brunch
8036,Bread
8037,Hot chocolate
8037,Coffee
8037,Cookies
8038,Soup
8038,Coffee
8038,Cake
8039,Bread
8040,Coffee
8041,Bread
8041,Mineral water
8041,Drinking chocolate spoons 
8041,Coffee
8042,Hot chocolate
8043,Tea
8043,Tea
8043,Cake
8044,Tea
8044,Coffee
8044,Cake
8044,Jammie Dodgers
8045,Medialuna
8046,Scone
8047,Hot chocolate
8047,Cake
8048,Medialuna
8048,Muffin
8048,Spanish Brunch
8048,Chicken Stew
8048,Coffee
8049,Farm House
8050,Coffee
8050,Cake
8051,Cake
8051,Cookies
8051,Tea
8051,Coffee
8051,Sandwich
8051,Soup
8052,Coffee
8052,Cookies
8053,Bread
8053,Cake
8054,Coffee
8054,Coffee
8054,Spanish Brunch
8054,Sandwich
8055,Coffee
8055,Cookies
8056,Bread
8056,Hot chocolate
8056,Sandwich
8056,Chocolates
8057,Pastry
8057,Coffee
8058,Coffee
8058,Jammie Dodgers
8059,Coffee
8060,Cake
8061,Pastry
8061,Bread
8061,Jam
8062,Bread
8063,Tea
8064,Tea
8064,Coffee
8064,Spanish Brunch
8065,Afternoon with the baker
8066,Bread
8067,Coffee
8067,Cookies
8068,Coffee
8068,Tea
8068,Cookies
8068,Cake
8069,Coffee
8069,Coffee
8070,Coffee
8070,Coffee
8071,Coffee
8071,Coffee
8071,Muffin
8072,Bread
8073,Tea
8074,Coffee
8074,Pastry
8074,Pastry
8075,Sandwich
8075,Sandwich
8075,Tea
8075,Coffee
8077,Bread
8078,Tea
8078,Cake
8079,Coffee
8080,Baguette
8081,Baguette
8081,Scone
8082,Coffee
8083,Coffee
8083,Coffee
8083,Pastry
8083,Pastry
8084,Coffee
8084,Pastry
8085,Pastry
8086,Bread
8087,Pastry
8087,Pastry
8087,Coffee
8088,NONE
8088,Tea
8088,Bread
8089,Baguette
8089,Coffee
8090,Bread
8091,Truffles
8091,Tea
8091,Soup
8091,Salad
8091,Cookies
8091,Bread
8092,NONE
8092,Soup
8093,Coffee
8093,Soup
8093,Afternoon with the baker
8094,Coffee
8094,Afternoon with the baker
8094,Spanish Brunch
8095,Sandwich
8096,Coffee
8097,Sandwich
8097,Coffee
8098,Sandwich
8098,Coffee
8099,Coffee
8099,Sandwich
8100,Salad
8100,Tea
8101,Juice
8101,NONE
8102,Sandwich
8103,Tea
8103,Coffee
8103,Hot chocolate
8104,Coffee
8104,Coffee
8104,Soup
8106,Tea
8106,Cake
8107,Cake
8107,Bread
8108,Jammie Dodgers
8108,Cake
8108,Coffee
8108,Coffee
8109,Coffee
8109,Salad
8110,Baguette
8111,Coffee
8111,Jammie Dodgers
8111,Pastry
8112,Coffee
8112,Cookies
8113,Coffee
8113,Pastry
8113,Farm House
8114,Bread
8115,Coffee
8116,Coffee
8116,Baguette
8117,Coffee
8117,Toast
8117,Tea
8118,Pastry
8119,Bread
8120,Coffee
8120,Coffee
8120,Pastry
8121,Bread
8121,Salad
8122,Bread
8122,Pastry
8123,Coffee
8124,Bread
8124,Coffee
8124,NONE
8124,Toast
8126,Coffee
8127,Coffee
8129,Gift voucher
8129,Bread
8130,Pastry
8130,Bread
8131,Sandwich
8132,Mineral water
8133,Coffee
8133,Pastry
8134,Truffles
8134,Chicken Stew
8135,Pastry
8136,Coffee
8136,Jammie Dodgers
8136,Sandwich
8137,Bread
8137,Cookies
8138,Tea
8138,Coffee
8138,Medialuna
8140,Chicken Stew
8141,Coffee
8142,Tea
8142,Juice
8142,Sandwich
8142,Chicken Stew
8143,Tea
8143,Tea
8144,Bread
8144,Sandwich
8144,Cake
8145,Coffee
8145,Muffin
8146,Coffee
8146,Juice
8146,Bakewell
8147,Cake
8147,Cookies
8147,Juice
8147,Cookies
8148,Soup
8148,Chicken Stew
8149,Coffee
8149,Bakewell
8150,Juice
8150,Coffee
8150,NONE
8151,Coffee
8151,Bread
8152,Tea
8152,Bread
8153,Bakewell
8153,Tea
8154,Coffee
8154,Coffee
8154,Cake
8155,Coffee
8155,Coffee
8155,Bakewell
8156,Coffee
8156,Juice
8156,Cookies
8156,Cake
8157,Hot chocolate
8157,Coffee
8157,Sandwich
8157,Cake
8159,Medialuna
8160,Bread
8161,Cake
8161,Cake
8161,Cookies
8161,Jammie Dodgers
8161,Vegan Feast
8162,Bread
8163,Coffee
8164,Coffee
8165,Bread
8165,Baguette
8166,Bread
8166,Coffee
8166,Pastry
8167,Pastry
8167,Coffee
8169,Bread
8170,Bread
8171,Cake
8171,Pastry
8172,Toast
8173,Hot chocolate
8174,Coffee
8175,Coffee
8175,Coffee
8175,Sandwich
8176,Coffee
8176,Cookies
8177,Coffee
8177,Cake
8178,Bread
8179,Bread
8180,Bread
8180,Jam
8180,Christmas common
8181,Coffee
8181,Coffee
8182,Coke
8182,Salad
8183,Extra Salami or Feta
8184,Cookies
8185,Cake
8186,Truffles
8186,Pastry
8187,Cookies
8187,Baguette
8188,Coffee
8189,Brownie
8190,Coffee
8190,Toast
8191,Tea
8191,Tea
8191,Cookies
8191,Pastry
8192,Coke
8193,Brownie
8193,Coffee
8194,Coffee
8194,Cake
8195,Sandwich
8195,Truffles
8195,Cake
8196,Cake
8196,Bakewell
8196,Tea
8196,Coffee
8197,Cake
8197,Pastry
8197,Hot chocolate
8197,Coffee
8198,Brownie
8199,Coffee
8199,Scone
8200,Cake
8200,Baguette
8201,Coffee
8201,Tea
8202,Coffee
8202,Bread
8202,Cake
8202,Bread
8203,Bread
8204,Bread
8205,Coffee
8205,Scone
8206,Bread
8206,Coffee
8206,Coffee
8207,Juice
8207,Coffee
8207,Cake
8208,Coffee
8208,Brownie
8209,Baguette
8209,Cookies
8210,Medialuna
8210,Bread
8210,Bread
8210,Coffee
8210,Mineral water
8211,Coffee
8211,Cookies
8212,Coffee
8212,Bread
8213,Coffee
8213,Toast
8214,Bread
8214,Pastry
8215,Bread
8215,Coffee
8215,Pastry
8216,Coffee
8216,Bread
8216,Toast
8217,Coffee
8218,Farm House
8219,Bread
8219,Coffee
8219,Pastry
8220,Coffee
8220,Hot chocolate
8220,Cookies
8221,Coffee
8221,Toast
8221,Granola
8221,NONE
8222,Bread
8222,Pastry
8223,Hot chocolate
8223,Hot chocolate
8223,Bread
8223,Brownie
8224,Bread
8224,Juice
8224,Crisps
8225,Jammie Dodgers
8225,Medialuna
8225,Tea
8226,Bread
8226,Jammie Dodgers
8227,Cherry me Dried fruit
8227,Toast
8227,NONE
8227,Extra Salami or Feta
8227,Hot chocolate
8227,Coffee
8227,Cake
8228,Bread
8229,Farm House
8230,Coffee
8230,Medialuna
8231,Baguette
8232,Scandinavian
8233,Sandwich
8234,Bread
8235,Coffee
8235,Toast
8235,Tea
8236,Bread
8237,Bread
8238,Tea
8238,Coffee
8238,Bread
8239,Chicken Stew
8239,Bread
8240,Soup
8241,Soup
8241,Salad
8241,NONE
8241,Tea
8241,Mineral water
8241,Juice
8242,Cake
8242,Truffles
8242,Chicken Stew
8242,Sandwich
8243,Pastry
8244,Chicken Stew
8244,Coffee
8245,Eggs
8245,Bread
8246,Coffee
8246,Coffee
8246,Soup
8246,NONE
8247,Coffee
8247,Scone
8248,Coke
8249,Bread
8249,Brownie
8250,Coffee
8250,Hot chocolate
8250,Cookies
8251,Coffee
8251,Cookies
8252,Bread
8252,Cake
8253,Cake
8253,Coffee
8253,Coffee
8253,Coffee
8254,Coffee
8255,Tea
8255,Bakewell
8255,Bread
8256,Smoothies
8256,Coffee
8256,Cake
8256,Bread
8257,Hot chocolate
8258,Tea
8258,Scone
8259,Baguette
8259,Cookies
8260,Coffee
8260,Bakewell
8261,Mortimer
8262,Bread
8263,Bread
8264,Coffee
8264,Pastry
8265,Coffee
8266,Bread
8266,Pastry
8267,Bread
8268,Coffee
8268,NONE
8269,Baguette
8270,Coffee
8270,Bread
8270,Bread
8271,Coffee
8271,Coffee
8271,Toast
8272,Cake
8272,Bread
8273,Coffee
8274,Coffee
8275,Coffee
8275,Coffee
8275,Juice
8275,Cake
8275,Cookies
8276,Baguette
8277,Tea
8277,Cake
8278,Pastry
8278,Coffee
8279,Tea
8280,Tea
8281,Coffee
8281,Pastry
8282,Bread
8283,Scandinavian
8284,Cake
8284,Tiffin
8284,Coffee
8284,Coffee
8285,Tea
8285,Hot chocolate
8285,Pastry
8285,Cake
8286,Brownie
8286,Bread
8287,Bread
8288,Coffee
8290,Toast
8290,Coffee
8291,Tea
8291,Toast
8292,Coffee
8292,Coffee
8292,Sandwich
8292,Pastry
8296,Coffee
8298,Bread
8299,Coffee
8300,Tiffin
8302,Coffee
8303,Cake
8303,Cake
8303,Brownie
8304,Half slice Monster 
8305,Coffee
8305,Coffee
8305,Mineral water
8306,Bread
8306,Coffee
8306,Cookies
8306,Brownie
8307,Coffee
8307,Soup
8307,Sandwich
8308,Coffee
8308,Coffee granules 
8308,Extra Salami or Feta
8308,Salad
8310,Salad
8310,Coffee
8310,Coffee
8311,Coffee
8311,Coffee
8311,Cake
8311,Salad
8312,Cake
8312,Cookies
8313,Coffee
8313,Coffee
8313,Cookies
8314,Scone
8314,Coffee
8315,Coffee
8315,Coffee
8315,NONE
8315,Salad
8316,Coke
8317,Coffee
8317,Cake
8317,Cake
8318,Hot chocolate
8318,Coffee
8318,Tiffin
8319,Hot chocolate
8319,Coffee
8319,Scone
8320,Bread
8321,Hot chocolate
8321,Hot chocolate
8321,Coffee
8322,Tiffin
8323,Coffee
8323,Sandwich
8323,Sandwich
8324,Hot chocolate
8324,Coffee
8324,Pastry
8325,Coffee
8325,Medialuna
8326,Coffee
8326,Pastry
8327,Coffee
8327,Coffee
8327,Medialuna
8327,Cookies
8328,Bread
8328,Bread
8328,Bread
8328,Pastry
8329,Coffee
8330,Bread
8330,Baguette
